cve,repo,commit list,Merge,Mirror,Better Solution,Fixing-of-Fixing,Collaboration,Separation
CVE-2009-3555,eclipse_jetty.project,"102625b
b90ad09
b4390f9",,,,{'b90ad09443e1771e37d23e393afe842759c20454': ['b4390f98529fce165e6394b94122b427fdfb8a5e']},,"['102625b86c8e82e0e3d02a71028ba62795aff52b', 'b90ad09443e1771e37d23e393afe842759c20454']"
CVE-2010-4172,apache_tomcat,"afd4b3b
2f0f80a",,{'afd4b3b3904593530c338e449b49198199694f4c': ['2f0f80a6c36d6875c64f8c857e2e26661a3865d4']},,,,
CVE-2010-4535,django_django,"6819be1
d5d8942
7f8dd9c",,"{'6819be1ea17ace34ae3a5c31ab0be960e99fcb85': ['d5d8942a160685c403d381a279e72e09de5489a9', '7f8dd9cbac074389af8d8fd235bf2cb657227b9a']}",,,,
CVE-2011-0013,apache_tomcat,"c8a9a43
1930114",,"{""c8a9a43183e061f09eb5cf7cd5443cecd8699462"": [""1930114c4122f2b6f45d6b92e7790288b17e2ad2""]}",,,,
CVE-2011-0469,openSUSE_open-build-service,"76b0ab0
23c8d21",,,,,,"['76b0ab003f34435ca90d943e02dd22279cdeec2a', '23c8d21c75242999e29379e6ca8418a14c8725c6']"
CVE-2011-2204,apache_tomcat,"763a56b
0ecc464",,{'763a56b45999653ce648a18462b8a826809215b1': ['0ecc4643938de4ed889e85952b30bf76ac92732c']},,,,
CVE-2011-2929,rails_rails,"5f94b93
e0c03f8
09ad48f",,"{'5f94b93279f6d0682fafb237c301302c107a9552': ['e0c03f8a2e727619c1eb1822d100d8c920d8bf12', '09ad48f22e0b32b6485bc122f7f220045aed1198']}",,,,
CVE-2011-3188,torvalds_linux,"bc0b96b
6e5714e",,,,,"{""bc0b96b54a21246e377122d54569eef71cec535f"": [""6e5714eaf77d79ae1c8b47e3e040ff5411b717ec""]}",
CVE-2012-1188,forkcms_forkcms,"9952201
1269fe8",,,,,,"['995220182068518e89019a265d113518f6566407', '1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9']"
CVE-2012-2098,apache_commons-compress,"8f70246
fdd7459
0600296",,,{'fdd7459bc5470e90024dbe762249166481cce769': ['0600296ab8f8a0bbdfedd483f51b38005eb8e34e']},{'fdd7459bc5470e90024dbe762249166481cce769': ['8f702469cbf4c451b6dea349290bc4af0f6f76c7']},,
CVE-2012-2140,mikel_mail,"ac56f03
39b590d",,,,,{'ac56f03bdfc30b379aeecd4ff317d08fdaa328c2': ['39b590ddb08f90ddbe445837359a2c8843e533d0']},
CVE-2012-4393,owncloud_core,"38271de
93579d8",,,,,,"['38271ded753bc9ea9943cef3c2706f8d71f3a58f', '93579d88dcea389205c01ddf6da41f37ad9b8745']"
CVE-2012-5164,forkcms_forkcms,"641e27b
03e8f5b",{'03e8f5b53f193a87116b3875eec39769d5c07114': ['641e27bf1e9a7e320d6856399a7c274934bb351e']},,,,,
CVE-2012-5625,openstack_nova,"a99a802
9d2ea97",,{'9d2ea970422591f8cdc394001be9a2deca499a5f': ['a99a802e008eed18e39fc1d98170edc495cbd354']},,,,
CVE-2012-6546,torvalds_linux,"3c0c5cf
e862f1a",,,,,,"[""3c0c5cfdcd4d69ffc4b9c0907cec99039f30a50a"", ""e862f1a9b7df4e8196ebec45ac62295138aa3fc2""]"
CVE-2013-2145,audreyt_module-signature,"cbd06b3
575f7bd",,,,"{    ""575f7bd6ba4cc7c92f841e8758f88a131674ebf2"": [""cbd06b392a73c63159dc5c20ff5b3c8fc88c4896""]  }",,
CVE-2013-5029,phpmyadmin_phpmyadmin,"24d0eb5
da4042f
240b833",,,,{'24d0eb55203b029f250c77d63f2900ffbe099e8b': ['da4042fb6c4365dc8187765c3bf525043687c66f']},{'240b8332db53dedc27baeec5306dabad3bdece3b': ['24d0eb55203b029f250c77d63f2900ffbe099e8b']},
CVE-2013-4590,apache_tomcat,"05c84ff
78dd7e6",,{'05c84ff': ['78dd7e6f3d8481bc3bcd71ca5b20296de1283888']},,,,
CVE-2013-6430,spring-projects_spring-framework,"f5c9fe6
7a7df66",,{'f5c9fe69a444607af667911bd4c5074b5b073e7b': ['7a7df6637478607bef0277bf52a4e0a03e20a248']},,,,
CVE-2016-1000339,bcgit_bc-java,"8a73f08
413b42f",,,,,,"['8a73f08931450c17c749af067b6a8185abdfd2c0', '413b42f4d770456508585c830cfcde95f9b0e93b']"
CVE-2016-10050,ImageMagick_ImageMagick,"73fb0aa
139d432",,{'73fb0aac5b958521e1511e179ecc0ad49f70ebaf': ['139d4323c40d7363bfdd2382c3821a6f76d69430']},,,,
CVE-2016-10063,ImageMagick_ImageMagick,"2bb6941
94936ef",,{'2bb6941a2d557f26a2f2049ade466e118eeaab91': ['94936efda8aa63563211eda07a5ade92abb32f7a']},,,,
CVE-2016-10070,ImageMagick_ImageMagick,"b173a35
a6240a1",,{'b173a352397877775c51c9a0e9d59eb6ce24c455': ['a6240a163cb787909703d9fc649cf861f60ddd7c']},,,,
CVE-2016-10105,Piwigo_Piwigo,"9004fdf
8796e43",,{'9004fdfc0b4a11cb32e9e15a5f67e4ec827e82dc': ['8796e43aa344681d92a92e1f9b985409d4f36e31']},,,,
CVE-2016-2555,atutor_ATutor,"945a9dc
629b2c9",{'629b2c992447f7670a2fecc484abfad8c4c2d298': ['945a9dca01def8536516088da30fe6a4b7e9fa85']},,,,,
CVE-2016-4069,roundcube_roundcubemail,"699af1e
4a40884",,{'4a408843b0ef816daf70a472a02b78cd6073a4d5': ['699af1e5206ed9114322adaa3c25c1c969640a53']},,,,
CVE-2016-4437,apache_shiro,"64d9f83
4d5bb00",,{'64d9f8341e1aa7ef1a29744e16ea7c578ca5deee': ['4d5bb000a7f3c02d8960b32e694a565c95976848']},,,,
CVE-2016-5018,apache_tomcat80,"3adf2d6
1195015",,,,,,"['11950154730c3b2473580621df83356e09142e73', '3adf2d614bce0fb9587b0eb7a4a9fbb7ac8e6d82']"
CVE-2016-5355,wireshark_wireshark,"3270dfa
5efb452",,,,{'5efb45231671baa2db2011d8f67f9d6e72bc455b': ['3270dfac43da861c714df76513456b46765ff47f']},,
CVE-2016-5357,wireshark_wireshark,"11edc83
6a140ec",,,,{'6a140eca7b78b230f1f90a739a32257476513c78': ['11edc83b98a61e890d7bb01855389d40e984ea82']},,
CVE-2016-5731,phpmyadmin_phpmyadmin,"418aeea
94cf386",,,{'94cf3864254ffaf3a69e97d8fc454888368b94ab': ['418aeea3d83b0b6021bac311d849570acfc6e48c']},,,{'94cf3864254ffaf3a69e97d8fc454888368b94ab': ['418aeea3d83b0b6021bac311d849570acfc6e48c']}
CVE-2016-5734,phpmyadmin_phpmyadmin,"1cc7466
4bcc606",,,,,,"['4bcc606225f15bac0b07780e74f667f6ac283da7', '1cc7466db3a05e95fe57a6702f41773e6829d54b']"
CVE-2016-5739,phpmyadmin_phpmyadmin,"2f49508
1e5716c",,,,{'1e5716cb96d46efc305381ae0da08e73fe340f05': ['2f4950828ec241e8cbdcf13090c2582a6fa620cb']},,
CVE-2016-6189,inverse-inc_sogo,"875a4ac
717f45f",,{'875a4aca3218340fd4d3141950c82c2ff45b343d': ['717f45f640a2866b76a8984139391fae64339225']},,,,
CVE-2016-6190,inverse-inc_sogo,"875a4ac
717f45f",,{'875a4aca3218340fd4d3141950c82c2ff45b343d': ['717f45f640a2866b76a8984139391fae64339225']},,,,
CVE-2016-7524,ImageMagick_ImageMagick,"97c9f43
f8c318d",,{'97c9f438a9b3454d085895f4d1f66389fd22a0fb': ['f8c318d462270b03e77f082e2a3a32867cacd3c6']},,,,
CVE-2016-7536,ImageMagick_ImageMagick,"478cce5
02dadf1",,{'478cce544fdf1de882d78381768458f397964453': ['02dadf116124cfba35d7ebd9ced3e5ad0be0f176']},,,,
CVE-2016-8629,keycloak_keycloak,"3d46b4c
a78cfa4",{'a78cfa4b2ca979a1981fb371cfdf2c7212f7b6e2': ['3d46b4c425d39b004566cc78164e1ffbe37d647c']},,,,,
CVE-2016-9128,revive-adserver_revive-adserver,"e17a7ec
a323fd6",,,,,,"['e17a7ec3412ded751cda50b82338de471d656d74', 'a323fd626627e8d42819fd5b7e2829196b5c54a3']"
CVE-2017-0899,rubygems_rubygems,"ef0aa61
1bcbc7f",,,,{'ef0aa611effb5f54d40c7fba6e8235eb43c5a491': ['1bcbc7fe637b03145401ec9c094066285934a7f1']},,
CVE-2017-1000069,bitly_oauth2_proxy,"4464655
55085d9",{'4464655276877f1951fddf238cdfeca3cbca83ef': ['55085d9697962668fd4e43e8e4644144fe83cd93']},,,,,
CVE-2017-1000501,eldy_awstats,"cf21984
06c0ab2",,,,"{    ""cf219843a74c951bf5986f3a7fffa3dcf99c3899"": [""06c0ab29c1e5059d9e0279c6b64d573d619e1651""]  }",,
CVE-2017-11449,ImageMagick_ImageMagick,"b007dd3
529ff26",,,,"{""b007dd3a048097d8f58949297f5b434612e1e1a3"": [""529ff26b68febb2ac03062c58452ea0b4c6edbc1""]}",,
CVE-2017-12190,torvalds_linux,"95d78c2
2b04e8f",,,,,,"['95d78c28b5a85bacbc29b8dba7c04babb9b0d467', '2b04e8f6bbb196cab4b232af0f8d48ff2c7a8058']"
CVE-2017-12196,undertow-io_undertow,"facb33a
8804170",,,,{'facb33a5cedaf4b7b96d3840a08210370a806870': ['8804170ce3186bdd83b486959399ec7ac0f59d0f']},,
CVE-2017-13142,ImageMagick_ImageMagick,"aa84944
46e3aab",,,,,,"['aa84944b405acebbeefe871d0f64969b9e9f31ac', '46e3aabbf8d59a1bdebdbb65acb9b9e0484577d3']"
CVE-2017-16546,ImageMagick_ImageMagick,"e04cf3e
2130bf6",,,,,,"['e04cf3e9524f50ca336253513d977224e083b816', '2130bf6f89ded32ef0c88a11694f107c52566c53']"
CVE-2017-17499,ImageMagick_ImageMagick,"dd96d67
8c35502",,,,,,"['dd96d671e4d5ae22c6894c302e8996c13f24c45a', '8c35502217c1879cb8257c617007282eee3fe1cc']"
CVE-2017-3730,openssl_openssl,"efbe126
b599ce3",,{'efbe126e3ebb9123ac9d058aa2bb044261342aaa': ['b599ce3b64b695cc7430f731a33e0f5bb83ae62c']},,,,
CVE-2017-3731,openssl_openssl,"00d9654
2198b3a",,{'00d965474b22b54e4275232bc71ee0c699c5cd21': ['2198b3a55de681e1f3c23edb0586afe13f438051']},,,,
CVE-2017-3735,openssl_openssl,"068b963
b231717",,{'068b963bb7afc57f5bdd723de0dd15e7795d5822': ['b23171744b01e473ebbfd6edad70c1c3825ffbcd']},,,,
CVE-2017-6200,sandstorm-io_sandstorm,"6e8572e
4ea8df7",,,,,,"[""6e8572ea8bb56d0216bb1b410e5040edc051b120"", ""4ea8df7403381d9b657b121b3c98d8081b27414d""]"
CVE-2017-6797,mantisbt_mantisbt,"c272c3f
a2d90ec",,,,,,"['c272c3f65da9677e505ff692b1f1e476b3afa56e', 'a2d90ecabf3bcf3aa22ed9dbbecfd3d37902956f']"
CVE-2017-7277,torvalds_linux,"8605330
4ef1b28",,,,,"{ ""8605330aac5a5785630aec8f64378a54891937cc"": [""4ef1b2869447411ad3ef91ad7d4891a83c1a509a""]    }",
CVE-2017-9226,kkos_oniguruma,"f015fbd
b4bf968",,,,,{'b4bf968ad52afe14e60a2dc8a95d3555c543353a': ['f015fbdd95f76438cd86366467bb2b39870dd7c6']},
CVE-2017-9313,webmin_webmin,"c2d4a90
a330e91",,,,,,"['c2d4a90639afb2403979aa91ba75cb332ae16d1b', 'a330e913ee099cb9c586ce1b9267647fc566c1ab']"
CVE-2017-9996,FFmpeg_FFmpeg,"e1b60aa
1e42736",,,,,,"['e1b60aad77c27ed5d4dfc11e5e6a05a38c70489d', '1e42736b95065c69a7481d0cf55247024f54b660']"
CVE-2018-1000130,rhuss_jolokia,"fd7b93d
1b360b8",,,,{'1b360b8889f0ed51165a8d1ac55dd8e0aa2dfd4': ['fd7b93da30c61a45bac10d8b311f1b79a74910f']},{'1b360b8889f0ed51165a8d1ac55dd8e0aa2dfd4': ['fd7b93da30c61a45bac10d8b311f1b79a74910f']},
CVE-2018-1000658,LimeSurvey_LimeSurvey,"91d1432
20fc85e",,,,,,"['20fc85edccc80e7e7f162613542792380c44446a', '91d143230eb357260a19c8424b3005deb49a47f7']"
CVE-2018-10897,rpm-software-management_yum-utils,"7554c01
6a8de06",,,{'6a8de061f8fdc885e74ebe8c94625bf53643b71c': ['7554c0133eb830a71dc01846037cc047d0acbc2c']},,,
CVE-2018-11762,apache_tika,"c0fb57d
a09d853",,{'c0fb57d9d20e8eb7cb77bce8742e4566a18f5db8': ['a09d853dbed712f644e274b497cce254f3189d57']},,,,
CVE-2018-15836,xelerance_Openswan,"0b460be
9eaa6c2",,,,,,"[""0b460be9e287fd335c8ce58129c67bf06065ef51"", ""9eaa6c2a823c1d2b58913506a15f9474bf857a3d""] "
CVE-2018-20140,zenphoto_zenphoto,"9db85fc
695fb61",,,,{'9db85fcf9cc97887b81f34f03dcb180fd74e57da': ['695fb61707e4286b64f6e446c189b449bd07d00a']},,
CVE-2018-21036,balderdashy_sails-hook-sockets,"ff02114
0533a48",,,,{'ff02114eaec090ee51db48435cc32d451662606e': ['0533a4864b1920fd8fbb5287bc0889193c5faf44']},,
CVE-2018-6596,anymail_django-anymail,"db586ed
c079983",,{'db586ede1fbb41dce21310ea28ae15a1cf1286c5': ['c07998304b4a31df4c61deddcb03d3607a04691b']},,,,
CVE-2019-10770,ratpack_ratpack,"c1d4357
a3cbb13",,{'c1d4357bbc4bceb24abb156fbb471257a0177eb6': ['a3cbb13be1527874528c3b99fc33517c0297b6d3']},,,,
CVE-2019-12109,miniupnp_miniupnp,"86030db
13585f1",,,,{'13585f15c7f7dc28bbbba1661efb280d530d114c': ['86030db849260dd8fb2ed975b9890aef1b62b692']},,
CVE-2019-12415,apache_poi,"2b8200f
780b078",,,,,,"['2b8200f7d701ea6ff9638f629f0bd81d2e48410c', '780b078c8504719e04c26a22c1bd846f8b521022']"
CVE-2019-12922,phpmyadmin_phpmyadmin,"427fbed
7d21d42",,,,,,"['427fbed55d3154d96ecfc1c7784d49eaa3c04161', '7d21d4223bdbe0306593309132b4263d7087d13b']"
CVE-2019-14652,awslabs_aws-js-s3-explorer,"7be671e
87efa7d","{""7be671e858601455d6969e445d21a911632d6c94"": [""87efa7d6885c4a9d8473ec5893adf8e4922a8a89""]}",,,,,
CVE-2019-14667,firefly-iii_firefly-iii,"427de05
15d4d18",,,,,,"[""427de0594d05a8222f55b2894311e648ba1be991"", ""15d4d185bbedf2bb9db4a8fa2ccf9fc359a06194""]"
CVE-2019-14763,torvalds_linux,"c91815b
072684e",,,,,,"[""c91815b596245fd7da349ecc43c8def670d2269e"", ""072684e8c58d17e853f8e8b9f6d9ce2e58d2b036""]"
CVE-2019-14857,zmartzone_mod_auth_openidc,"ce37080
5c15dfb",,,,{'5c15dfb08106c2451c2c44ce7ace6813c216ba75':['ce37080c6aea30aabae8b4a9b4eea7808445cc8e']},,
CVE-2019-17091,eclipse-ee4j_mojarra,"8f70f2b
a3fa957",{'8f70f2bd024f00ecd5b3dcca45df73edda29dcee': ['a3fa9573789ed5e867c43ea38374f4dbd5a8f81f']},,,,,
CVE-2019-17359,bcgit_bc-java,"b1bc752
33a8e4a",,,{'33a8e4aa07b21a8bcf5a582446664485f5f081b2': ['b1bc75254f5fea633a49a751a1a7339056f97856']},,,
CVE-2019-19317,sqlite_sqlite,"522ebfa
73bacb7",,,,,,"['522ebfa7cee96fb325a22ea3a2464a63485886a8', '73bacb7f93eab9f4bd5a65cbc4ae242acf63c9e3']"
CVE-2019-19905,NetHack_NetHack,"f001de7
f4a840a",,,,"{""f4a840a48f4bcf11757b3d859e9d53cc9d5ef226"": [""f001de79542b8c38b1f8e6d7eaefbbd28ab94b47""]}",,
CVE-2019-19927,torvalds_linux,"ac1e516
4533933
a66477b",,,,{'ac1e516d5a4c56bf0cb4a3dfc0672f689131cfd4': ['453393369dc9806d2455151e329c599684762428']},{'a66477b0efe511d98dde3e4aaeb189790e6f0a39': ['ac1e516d5a4c56bf0cb4a3dfc0672f689131cfd4']},
CVE-2019-20107,TestLinkOpenSourceTRMS_testlink-code,"d27690c
146b4f3
7647a7b
bcf7b97
942c406
e2d88c9",,,,,,"['d27690c6cb7708a6db0701b6428381d32d51495a', '146b4f38010a48c36b7d9650060ca354c92ab4ac', '7647a7b53ceab31524cfcfb3beb8435af0a30fc1', 'bcf7b971b5c88ea08d2dc47685f319be3b02cea8', '942c406fcee5d376235a264cb8a79300a0002d20', 'e2d88c9d7f8e02640ba65e5ff74b55d0399a53d0']"
CVE-2019-25050,OSGeo_gdal,"767e3a5
27b9bf6",,,,,,"['767e3a56144f676ca738ef8f700e0e56035bd05a', '27b9bf644bcf1208f7d6594bdd104cc8a8bb0646']"
CVE-2019-3553,facebook_fbthrift,"3f15620
c9a903e",,,,,,"['3f156207e8a6583d88999487e954320dc18955e6', 'c9a903e5902834e95bbd4ab0e9fa53ba0189f351']"
CVE-2019-3774,spring-projects_spring-batch,"8dc3bb7
c793018
a6d8ac1",,"{'8dc3bb7d3c3d0b1487e3ef3dcbdebda865d2b20e': ['c7930184ee4513d548940550c4eb5eeef028cb64', 'a6d8ac1b44afeca1bb572718ceacac774a368422']}",,,,
CVE-2019-3799,spring-cloud_spring-cloud-config,"3632fc6
9617f29
90e8a81
d3e2186","{'9617f2922ee2ae27f08676716224933f0d869719': ['3632fc6f64e567286c42c5a2f1b8142bfde505c2'], '90e8a81f6fa921e034cecb79cd100f343f7714af': ['3632fc6f64e567286c42c5a2f1b8142bfde505c2']}",{'3632fc6f64e567286c42c5a2f1b8142bfde505c2': ['d3e21866a5f192fa2582349cb3732ad0e4b8850b']},,,,
CVE-2019-3808,moodle_moodle,"cfde0b8
6360f87
9ca8ccb
3d27836",,"{'6360f87cdca744a6a71c315853f6d811a3e54e26': ['cfde0b8d38061f370a5c21523c2188aca5a7160d', '9ca8ccbefc3e1f56621c866f3af69bdb6cc98a15', '3d2783690da2281e5e360c40961cd6846e1dbbb8']}",,,,
CVE-2019-3847,moodle_moodle,"a37e26d
070f24d
e836242
93dda3b
ec3b63c",,"{'93dda3bfd3caaaa8d23fe8ede543f27ef774958d': ['070f24d006eab6b958eb083530de159b43c538ed', 'a37e26d2efe1ca0e4d8d69c611a748af35b33674'], 'e836242e1c04cd62d0afa4a790074fd245628e7a': ['ec3b63c772d6448765c68268234cf36c1a91bcac']}",,,,"['93dda3bfd3caaaa8d23fe8ede543f27ef774958d', 'e836242e1c04cd62d0afa4a790074fd245628e7a']"
CVE-2019-3888,undertow-io_undertow,"20cacc9
9bf05b7",{'9bf05b765e222dd106fee9b46314061b18b7275e': ['20cacc96c0594f4f4f9bb1cc2b93a77b6be3f74c']},,,,,
CVE-2019-5736,opencontainers_runc,"6635b4f
0a8e411",{'6635b4f0c6af3810594d2770f662f34ddc15b40d': ['0a8e4117e7f715d5fbeef398405813ce8e88558b']},,,,,
CVE-2019-7308,torvalds_linux,"d3bd741
979d63d",,,,{'979d63d50c0c0f7bc537bf821e056cc9fe5abd38': ['d3bd7413e0ca40b60cf60d4003246d067cafdeda']},,
CVE-2019-8331,twbs_bootstrap,"5efa9b5
ae35b82
7bc4d2e
e47107e
50b9795",,"{'7bc4d2e0bc65151b6f60dccad50c9c8f50252bd6': ['ae35b82818e96c3b33ff18279225583be2308971', 'e47107e9b9c2b62013cc4c0696e925fcb823f3f6', '50b979575ec4432245b25d60605d7e534eecc090', '5efa9b531d25927b907e3fa24b818608bc38a2f0'] }",,,,
CVE-2019-8903,totaljs_framework,"de16238
c37cafb
4d7abbc",,,,"{""de16238d13848149f5d1dae51f54e397a525932b"": [""4d7abbcdc34d6d1287338936f418c1eb1bc41201""]}",,"[""c37cafbf3e379a98db71c1125533d1e8d5b5aef7"", ""de16238d13848149f5d1dae51f54e397a525932b""]"
CVE-2019-8953,pfsense_FreeBSD-ports,"3b40366
2dded47",,{'3b40366aca55910b224ecf49d3fdacc9ad6c04f5': ['2dded47b3202dfdf89aa96f84bf701b3d5acbe6c']},,,,
CVE-2019-9658,checkstyle_checkstyle,"180b4fe
f796c50",,{'180b4fe37a2249d4489d584505f2b7b3ab162ec6': ['f796c5053b6f275db9a3907fa24207d233974e29']},,,,
CVE-2019-9718,FFmpeg_FFmpeg,"23ccf3c
1f00c97",,"{""1f00c97bc3475c477f3c468cf2d924d5761d0982"": [""23ccf3cabb4baf6e8af4b1af3fcc59c904736f21""]}",,,,
CVE-2019-9826,phpbb_phpbb,"3075d2f
fd195fb
da99108
56060ca","{""3075d2fecc9f5bb780bb478c0851a704c7f9b392"": [""fd195fba210c8625e968ef5553e61864747c8d44"", ""da9910850a168f73c6b8dd8407a01f47d27ca1d8"", ""56060caa4c44620929b6e17fe4622343750ad302""]}",,,,,"[""fd195fba210c8625e968ef5553e61864747c8d44"", ""da9910850a168f73c6b8dd8407a01f47d27ca1d8"", ""56060caa4c44620929b6e17fe4622343750ad302""]"
CVE-2020-10790,it-novum_openITCOCKPIT,"3838d98
6c9bb1d",,,,,,"['3838d98d35ececc7e83cf0f7cf785c9a7729cdbf', '6c9bb1d7cf5f24683e704cee8c84b8b6d850d8bf']"
CVE-2020-10878,perl_perl5,"0a320d7
3295b48",,,,,,"['0a320d753fe7fca03df259a4dfd8e641e51edaa8', '3295b48defa0f8570114877b063fe546dd348b3c']"
CVE-2020-11089,FreeRDP_FreeRDP,"6b485b1
795842f",,,,,,"['6b485b146a1b9d6ce72dfd7b5f36456c166e7a16', '795842f4096501fcefc1a7f535ccc8132feb31d7']"
CVE-2020-12607,AntonKueltz_fastecdsa,"4a16dae
7b64e3e
e592f10",,,,,,"['4a16daeaf139be20654ef58a9fe4c79dc030458c', '7b64e3efaa806b4daaf73bb5172af3581812f8de', 'e592f106edd5acf6dacedfab2ad16fe6c735c9d1']"
CVE-2020-12668,HubSpot_jinjava,"5dfa5b8
1b9aaa4",,,,,,"['5dfa5b87318744a4d020b66d5f7747acc36b213b', '1b9aaa4b420c58b4a301cf4b7d26207f1c8d1165']"
CVE-2020-13765,qemu_qemu,"4f1c6cb
e423455",,{'e423455c4f23a1a828901c78fe6d03b7dde79319': ['4f1c6cb2f9afafda05eab150fd2bd284edce6676']},,,,
CVE-2020-13775,znc_znc,"2390ad1
d229761",,,,,,"['2390ad111bde16a78c98ac44572090b33c3bd2d8', 'd229761821da38d984a9e4098ad96842490dc001']"
CVE-2020-15202,tensorflow_tensorflow,"27b4173
ca8c013",,,,,,"['27b417360cbd671ef55915e4bb6bb06af8b8a832', 'ca8c013b5e97b1373b3bb1c97ea655e69f31a575']"
